QID,Brand,Model,Question,Dialogue,Report
Q662,吉利汽车,远景,车车放时间长不好启动,技师说：你好，您说的停放时间长，大概有多长时间？车辆不好启动的话启动的时候是什么样的反应？是不好着车，还是说起动机工作异常？|车主说：不好着车|车主说：两三个月|技师说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音],通过你的现象描述来说，建议将节气门和进气道积炭清洗下，检查下燃油压力是否正常
Q663,猎豹汽车,猎豹CS10,你们，我的车冷启动时变速箱异响，踩下离合器异响就消失了，车热了异响也会消失。离合器和同步轴承检查了没有问题，请问是什么问题？,技师说：你好，您说的同步轴承说的是是哪一个？检查的是分离轴承还是哪一个轴承？|车主说：分离轴承|技师说：[语音]|技师说：[语音]|车主说：4S店打分离轴承换掉了|技师说：[语音]|技师说：[语音]|车主说：4S店说离合器检查了没有问题，如果是变速箱坏了，能要求更换吗|技师说：[语音]|车主说：如果更换变速箱多久能换上|技师说：[语音]|车主说：谢谢,通过您的现象描述来说，如果说分离轴承这些检查没问题的话，那有可能是变速箱内部故障，需要维修变速箱。
Q664,马自达,睿翼,马六睿翼暖风怠速不热   给油很热  风扇转了节温器没开   什么原因,技师说：你好，通过您的现象描述来说，加油的时候才有热风吗？那你这个水循环应该不好，加上您说的节温器没打开，那您这种情况下肯定是先将节温器更换了再说。|车主说：是的不加油不热   之前清洗了小水箱   没洗之前有热风   洗完就是现在这样不给油不热了|技师说：[语音]|车主说：排空气怎么排最快啊|技师说：[语音]|技师说：[语音]|技师说：[语音],通过你的现象描述来说是车辆需水循环，建议您将节温器更换了。
Q665,吉利汽车,帝豪,吉利帝豪半夜总是会自己报警。白天没有,技师说：你好，这个你得检查机盖触发开关，接触不良导致报警的|车主说：总是半夜两三点才叫|技师说：你别用遥控器锁车试试,你检查一下发动机机舱盖是否有个橡胶顿儿掉了，那里有个检测机盖的开关，如果接虚就会这个报警。你然后用钥匙锁车，别用遥控器试一下
Q666,别克,别克GL8,我刚买了一台别克GL825新车开了不到一万公里车轮有些咬！现在发动机有抖动！请问怎么办？谢谢,技师说：就是说车主有吃胎的现象，正常加速，感觉发动机有抖动吗？那你平常在哪保养呢？像这个情况的话，可以去4s店，让他给你检查一下保修期，有问题都可以免费维修。|技师说：轮胎吃胎的话，这个看你的车辆底盘有没有松旷的，或者是有没有发生过磕碰的情况，有没有变形的零件需要上四轮定位仪做检查|车主说：四轮定位动平衡都好的|技师说：底盘有检查过吗？有没有松旷的地方的正常，如果不松旷定位数据都准确，不可能造成吃胎的现象。|车主说：发动机会不会因为车轮咬了而受伤，|车主说：不是吃胎|技师说：那你轮胎是出现什么情况了呢。|车主说：轮胎都好的|车主说：新车|技师说：那你说的这个咬胎是什么情况呢。,发动机出现抖动的话，这个首先要看发动机是不是，点火或者燃油系统工作不正常，造成的这种情况，另外就是添加的汽油质量不好，都会造成这个抖动，新车的话就4s店有问题，可以在保修期的就可以免费维修索赔。你说的这个前轮有咬胎的现象是，有响声呢？还是说这个轮胎有磨损的情况呢？
Q667,起亚,秀尔,东风起亚13款秀尔 清洗节气门后 出现故障正时配气时间错误 不好发动 怠速不稳定 求大神这是怎么回事,技师说：你好，你说的是清洗节气门之后才出现的嘛|技师说：清洗节气门之后，你有没有用电脑做匹配学习？|车主说：对的|车主说：没有|车主说：清洗的时候节气门没有拆|技师说：[语音]|车主说：这个和正时 凸轮轴没有关系吗|车主说：清洗干净了|技师说：不会，您这个是obd检测的吧|车主说：节气门复位一下就好了吗|车主说：对的|车主说：431检测是没有故障的|技师说：嗯嗯，复位下就好|车主说：好的 谢谢你|技师说：不客气,通过你的现象描述来说，需要将节气门一个复位学习。
Q668,现代,朗动,朗动节气门直径多少大,技师说：你好，您说节气门的直径吗？就是说进气口位置的节气门直径是吧，那你稍等一下，等会儿我给你测量一下，因为平时没有做测量的。|车主说：好的|车主说：量好告诉我一声是朗动的|技师说：5.5|技师说：内径直径|车主说：哦,通过您的描述来说，这个车节气门内径的直径是5.5cm 
Q669,保时捷,Cayenne,比亚迪G6放三四天就没电了，换的新电瓶，安装的行车记录仪也拆了还是不行，漏电将近1，把音像系统保险拨了还有0，3查不出是什么了,技师说：你好，您这种情况的话，那你有没有测试过寄生电流是多大呢？|技师说：[语音]|技师说：[语音]|技师说：[语音]|车主说：0，95|技师说：[语音]|技师说：[语音]|车主说：把音像保险拨了还有0，3，这个车是个顶配车，把音像保险拨了好多功能都没了，这个音响系统是原车的|技师说：[语音]|技师说：[语音],你好，寄生电流的话还是需要做排除法，断电源线一个一个地断开，如果说相关的保险全部断了之后还是比较大，建议你重点检查一下主电源到发电机的线看看是否是发电机内部短路
Q670,大众,速腾,速腾车刹车灯长亮怎么回事,技师说：把刹车踏板左右动一动，有可能是刹车开关回位不好造成的。|车主说：你好老师|技师说：你好|车主说：我试过了没用，该怎么办|技师说：把刹开关插头拔掉。|车主说：之前是刹车真空泵被撞坏了，传感器和总泵都换了的|车主说：拔了摇一摇再装上去试？|技师说：这个知道，踏扳肯定是拆了，又不就是调整的，这个间隙有点太大了，刹车开关不回位。|车主说：就是调那个真空泵和总泵之间的距离吗？那个太大也有影响？|技师说：刹车踏板上下的间隙。|车主说：这个车调不了嘛|技师说：开关的话可以伸缩，可以调整的，你把那个开关中间的那个可以往下拉一点。拍个图片，我看一下是什么情况？|车主说：卡子卡上踏板哪里?|技师说：刹车踏扳上面。|技师说：开关在踏扳上方。你看下|车主说：刹车踏板哪里我看过了没有传感器了，就只有总泵这个|车主说：四岔的传感器|技师说：是的。|车主说：撞坏了我换的心的|技师说：是在刹车踏板那个上方的，你把那个插头拔了，看一下灯还亮不了。|技师说：看一下那个刹车踏板放开以后，能不能把中间那个给杆顶回去，顶不回去的话就会常亮。|车主说：好的，我试一下|技师说：好的|车主说：还是不行|车主说：哪里没有传感器|技师说：我说的是刹车开关，而你不是刹车灯后面常亮吗？|技师说：你拍个图片，我看你检查的哪个东西？|车主说：我这里上传不了|车主说：我在试一下|车主说：我可以加你微信？|车主说：微信上发给你|车主说：我发过来了您看一下行不|技师说：平台不能留下联系方式，你可以下载汽车大师。软件就能关注我。|技师说：我的意思是你把刹车踏板上面那个开关插头都拔掉了吗？灯还是处于电量状态吗？|车主说：好的|车主说：哪里没插头|车主说：我都没看见|车主说：你有图片吗，发一个给我，我这个是速腾1.6排量，16年|技师说：[图片]|技师说：就是个这样的刹车开关|车主说：这个真没看见哦|技师说：就在刹车踏板上面有个支架固定的，每个车都有呀。|技师说：这个开关大众系列基本都是通用的。有这个开关|车主说：这里面真没有|车主说：我给您发的照片你能看见不|技师说：没有发过来图片呀。,刹车灯常亮，首先就是检查刹车控制电路，在那个刹车踏板上方的话有一个，刹车控制开关，你看一下那个开关是不是拆下来没有安装上的？
Q671,宝骏,宝骏730,大家好  宝骏730近光灯怎样换比较轻松,技师说：您好，是想换灯泡还是换大灯总成呢？|车主说：灯泡|技师说：如果只是换近光灯泡的话，很简单的，直接打开前机盖，在灯的后面的黑色的盖子拧开，就可以看到灯泡了|车主说：比较简单的方法  有木有??|技师说：带透镜的是近光灯，拧开盖子后，先拔掉线束，是两根线的插头，直接拔就可以|车主说：上次试了   柠到一半就  柠不动   往外面拉  也不拉不出来|技师说：就剩下一个铁卡子了，一个U型的铁卡子，卡在灯泡的两端|技师说：是的，只能逆时针拧动45度角，然后直接翘起来就行了，|技师说：盖子可以拉出来的，用力些，这个拉不坏的|车主说：哦|车主说：谢谢|技师说：嗯，我在宝骏4S店工作，专修您这款车，您可以关注我，有什么不明白的随时可以咨询我|技师说：祝您用车愉快,带透镜的是近光灯，后面黑色的盖子逆时针拧动45度角，就可以拿下来，里面的两线插头拔掉，然后就是一个U型的铁卡子，捏住卡子就能取出灯泡了
Q672,长安,逸动,致尚XT手机可以下一曲。多功能方向盘不可以切歌,技师说：这种情况有的和这个手机的播放器有关系，你可以更换另一种播放器，试一下看能不能控制，有些这个手机连上以后确实不能通过多功能方向盘控制。你也可以重新再更换一部手机试一下。|车主说：前面 好好的 后面就 那样了|技师说：也可以把那个把电瓶线拆掉，再重新安装一下。|车主说：这个 我试一下  还不行的话 怎么办？|技师说：把这个蓝牙互删除的，重新搜索连接一下。或其他的手机连接试一下。|车主说：好吧 ，我加你 微信 可以吗|技师说：这个上面不能留联系方式的有规定。你可以下载这个软件。汽车大师，|车主说：好吧,像这种情况的话，一般就是先断一下电瓶的电，有时候可能主机程序出现错乱，会出现这种情况，另外就是手机重新断开连接一下。或者用别的手机试一下，换个播放器看一下，能够正常控制，都是程序错乱造成的。
Q673,本田,杰德,本田杰德公里数15000想做保养  每年跑一万以内  不想去4s店了  太麻烦  怎么选择机油  用什么牌子什么标号润滑油好,技师说：你好，您的车辆是在什么地区使用？使用环境气温怎样？|车主说：地区辽宁|车主说：目前温度零下22℃|技师说：[语音]|技师说：[语音]|车主说：国产的康普顿可以吗|车主说：全合成还是半合成|技师说：[语音]|技师说：[语音],你好，气温比较低，对您的这款车子来说您可以选择0w30全合成的机油，机油的话可以考虑美孚，壳牌，嘉实多等品牌的油，市面上的话伪劣产品很多，建议通过正规渠道购买。
Q674,雪佛兰,科鲁兹,10年科鲁兹（老款） 现在开暖风 吹进来一顾机油味道 烧焦味道。 打开机盖子 里面不知道什么 有点漏烟。 我检查机油 机油尺都冒了。机油底座有油。到底哪坏了？,技师说：你好，您说有烧焦的味道呢。机盖打开机舱里面味道也比较重嘛。|技师说：您说的机油，机油尺都冒了是什么意思啊？|车主说：比较重|车主说：机油尺。显示特别高。在刻度上面|技师说：[语音]|技师说：[语音]|技师说：[语音]|车主说：哪里坏了？|车主说：我修哪？|车主说：主要是暖风 吹出来的 都是焦闻|车主说：机油底座漏油 换哪？|技师说：[语音]|技师说：[语音]|车主说：好的谢谢|技师说：[语音],通过你的描述来说，这有可能是发动机漏油导致的，需要去店里面做一个决定检查，重点检查一下，气门室盖垫，油底壳，机油散热器等
Q675,现代,新胜达(进口),11年新胜达转向灯集电器位置,技师说：你好，您说的转向灯继电器是吧，就是说闪光继电器是不是？闪光继电器在驾驶室保险盒背后|车主说：[图片]|车主说：这个是什么控制盒|技师说：您这是在哪个地方拆下来的。|技师说：从图片上来看您这个好像是从机舱保险盒里面拆下来的是不是？|车主说：工作台内，你没有资料:|技师说：[语音]|技师说：[语音]|车主说：:胡扯蛋,通过图片来看，这个应该是PDI电源分配器
Q676,起亚,福瑞迪,早上起步松离合器感觉有橡胶擦着铁的声音，在行程过程中速度高点高档降抵挡也有那种声音，但是就是松离合才有，加档很少有，就减档出现频繁,技师说：你好，您的车子多少公里啦，只是在松离合器的时候才有个这种感觉吗？|车主说：11万，对的早上起步有，还有走时将挡松离合有|技师说：您将车辆熄火之后直接踩离合器松有没有呢？通过你的描述来说，您这个有可能是离合器本身有问题，重点需要检查分离轴承。|车主说：那又得换三件套嘛，当时熄火没有，就感觉早上起来起步有，还有40码以上降档就有那种声音，|技师说：[语音]|车主说：回复啊，需不需要换三件套|技师说：回复您了呀，语音|车主说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：就离合器分泵那里，这个声音主要应该是轴承发出的，|技师说：换轴承|车主说：分离轴承嘛|车主说：三件套换了可以吗|技师说：嗯嗯，|技师说：主要轴承，离合片压盘问题不大|车主说：换轴承也要，300公时，三件套也要300|技师说：[语音]|技师说：[语音]|车主说：离合器有点紧，行程低|技师说：[语音]|车主说：PHc和SECO哪种片好一点，这个久了不换有影响嘛？|技师说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：好吧|技师说：嗯嗯,你好，通过现象描述来说，建议熄火之后直接踩了离合器看看有无声音，如果没有，那就有可能是离合器分离下轴承或拨叉的声音，需要更换离合器三件套
Q677,丰田,凯美瑞,丰田凯美瑞2010款空气滤芯安装方向是否有反正？还是有字一面向上??？,技师说：你好，通过您的形象描述来说，你说的是空调还是空气滤芯器。安装滤芯器的话，这个是有方向的，有没有照片，拍个照片的话，我帮你指导一下。|车主说：空  气   滤   芯，我没说空调啊。发动机的口罩，听明白么？|车主说：发动机舱，进气系统的空气滤芯。|车主说：买的博士滤芯，字超强安上就可以吧？其实我都装好几个了，就是这回好奇，看到滤芯上面的空气通过方向。但我觉得气流应该是由下向上通过的，这样和滤芯上标的方向相反。所以问一下。也许我认为空气进气方向是不对的？|技师说：有字的那一面在上方。|车主说：谢谢！|技师说：不客气|技师说：[语音],你好，通过你的描述来说，有字的一面朝上，空调滤清器的话一般来说建议每10，000或者15，000公里更换一次，这个与车辆的使用环境也是相关的，保养时拆下来检测脏的话就更换。
Q678,华泰,圣达菲,华泰圣达菲2.0柴油版 高压油泵拆装了一下，怎么不着车了？,技师说：建议检查一下高压油泵装配时的线束和高压油泵是不是空气已经排干净了,d^_^deee…在线d
Q679,本田,艾力绅,您好，艾力绅2016款风尚版自动门那块玻璃多钱,技师说：你好，玻璃有好有坏，几百到上千的都有|车主说：艾力绅原版玻璃呢？也是没价格吗？|技师说：最少要一千多块钱，|车主说：好的，谢谢|技师说：客气,你好，根据咨询问题，说明了车子玻璃大概价格，很高兴为你解答！！
Q680,吉利汽车,远景X1,拉手刹后车后轮翘起是怎么回事,技师说：没有明白您说的意思，能否仔细的表达一下呢？后轮翘起是指的什么意思？是不是拉手刹的时候有一个后轮整体向上运动的现象？其实也不是轮胎往上移动，其实就是轮胎转动了一个角度，感觉车身有一个向上的现象。,由于您没能及时回复，所以问题在12小时关闭，拉起手刹之后，由于后轮刹车片的作用，当我们刹车没有完全松开的时候，拉起手制动，就会导致车身产生一个上下的运动，这个运动量是非常的小，属于正常现象。
Q681,丰田,威飒,丰田越野车2.7排量变速箱报故障码P0705,技师说：你好，这个故障码先检查一下保险丝有没有烧，档位指示灯有没有亮，再是否加装倒车显示屏或者倒车雷达跟倒车有关的|车主说：ＮＤ挡仪表不显示。四驱灯也亮。|车主说：倒车雷达都是好的。|车主说：如果说他要是家装了什么东西会导致吗？|车主说：保险是好的。|车主说：在吗？|技师说：[语音]|技师说：[语音]|技师说：[语音]|车主说：它四驱灯也亮。|车主说：刹车灯都是好的。倒车灯也是好的。保险也是好的。|技师说：[语音]|车主说：听不到你说什么|技师说：档位开关检查下有没有进水,这种情况主要检查一下加装的倒车有关的东西有无线路接错或者进水，部件损坏导致档位开关线路损坏。把倒车灯插头拔掉看下档位指示灯会不会正常。会正常就跟这个有关，可以逐个拔掉有关加装件挂当检查。最后检查一下档位开关
Q682,标致,标致408,标志4081.2T，2017年10月购买，目前跑了10283公里，现在副驾驶车窗不能一键向上升，必须按一下升一下，按一下升一下，且常按锁车键副驾驶不能向上升窗户，给位大神请问什么原因。,技师说：你好你这车是否断过电瓶头负极端子，属于车窗没有初始化。|车主说：就是之前换了个氙气大灯|车主说：具体有没有断过电瓶负极端子我也不清楚|技师说：估计他们断过，你可以尝试一下玻璃降下来一般长按上升键玻璃到顶保持两秒，然后往下按。不行找4S店人帮你弄下|技师说：反正也在保修期范围|车主说：[语音]|车主说：[语音]|车主说：解释清楚下，我发红包感谢你??|技师说：[语音]|技师说：将玻璃降到一半位置，长按上升按钮直到玻璃升到顶保持两秒，然后往下按开关使玻璃向下。多试几遍。,这是玻璃没有初始化症状，具体方法将玻璃降一半，长按玻璃上升到顶几秒，然后往下按。多试几遍就可以
Q683,宝骏,宝骏630,控制模块接通启动电源是怎么回事儿宝骏630,技师说：你好，能把问题描述的比较详细一点可以吗，|车主说：启动没反应   雨刮器和暖风机也不工作|技师说：这个一般是主电源的问题，起动机不工作，检查下主保险丝有没有问题|车主说：就报了一个 控制模块点火接通启动电源的故障码|技师说：[图片]|技师说：这个是启动电路图|车主说：看不太清楚啊|车主说：可以拍个清楚一点的吗|技师说：[语音]|技师说：[语音],你好，根据描述情况分析，这个应该是主电源的问题，建议更加提供的电路图检查启动电源线和保险丝，很高兴为你解答！
Q684,大众,一汽-大众CC,轿车啃轮胎噪音大哪里维修好,技师说：[语音]|车主说：前后都吃|车主说：噪音特别的大|车主说：有三个胎吃|车主说：跑高速耳朵都受不了  跟飞机发动机一样|技师说：四轮定位做了没有|车主说：做了|技师说：数据都正常，|车主说：做完后  我把右前胎啃得比较严重换了个新的|车主说：开了两千公里左右  发现还是啃|技师说：吃里面还是外面|车主说：定位的时候师傅说  只一个前胎有点偏|车主说：定位的时候师傅说  只一个前胎有点偏|车主说：前胎吃里面   后胎吃外面|技师说：[语音]|技师说：[语音]|车主说：有推荐修理店吗？|技师说：这个没有,你好，根据描述情况分析，轮胎吃胎建议做一下四轮定位和调下前轮前束，还有检查下轮胎悬架，
Q685,广汽传祺,传祺GA6,你好，我想问问自动精英版怎么调节后视镜,技师说：你好，方向盘左侧位置的仪表台上，有调节开关，上面标识L..R，L是调节左边。R是右边。|技师说：[图片]|车主说：那怎么调呢|技师说：上下左右|车主说：动哪啊??|车主说：您能详解一下吗|车主说：麻烦你了|技师说：[图片]|车主说：你这个箭头是怎么按啊。|技师说：图中的旋钮调到L或者是调节R的位置，然后上下左右可以动旋钮的，试着调节一下。|车主说：好了|车主说：谢谢|技师说：你可以关注我，以后有什么问题可以直接一对一咨询我。祝您驾驶愉快|车主说：[图片]|车主说：那这个ac是什么意思呀。|技师说：你可以关注我，如果有别的问题，可以直接发起一对一咨询。|技师说：ac是夏天开冷风空调的时候使用的。|车主说：哦，平时用不着是吧。|技师说：平时没用，只有夏天开空调的时候才用。|车主说：那这个外圈这个旋钮呢。|技师说：你好??，之前的问题已经解决， 如果还有别的问题，欢迎你发起一对一咨询。|技师说：调节冷暖风的。|车主说：[图片]|车主说：这个是前排中央扶手的。这是什么功能啊。|技师说：你好??，之前的问题已经解决， 如果还有别的问题需要咨询，欢迎你发起一对一咨询。|车主说：还有我这个车内空气净化怎么开呀。,你好，方向盘左侧位置的仪表台上，有调节开关，上面标识L..R，L是调节左边。R是右边。
Q686,东风风行,景逸,我的车为什么洗车后中控没反应了，仪表盘灯也没有了，求大神,技师说：你好，这种情况应该是车辆主驾驶门和车身连接位置线路进水造成的线路故障，先检查一下相关的保险丝是否有问题,你好，这种情况应该是车辆主驾驶门和车身连接位置线路进水造成的线路故障，先检查一下相关的保险丝是否有问题
Q687,吉利汽车,吉利GX7,我去保养，给我换的美孚一号机油，为什么不是4升装的，而是一升装的4瓶，这个一升装的机油是不是赠品，很差,技师说：你好，美孚1号分有一升和4升装的包装，小瓶不代表质量就差，如果你是去正规的服务站进行保养维修，这不会有次品的，就算是赠品，只要是正规的美孚，也不会说很差的。|车主说：哦，谢谢|技师说：客气了,维修保养建议到正规的修理厂或者官方授权服务站，这些地方的油品比较有保障，市面一些小档口很多假冒劣质机油，容易导致发动机磨损
Q688,吉利汽车,经典帝豪,大师，您好，请问下，我车上的自动大灯，伴我回家功能没有了，现在钥匙一拔灯就灭了，以前有的，我换了疝气大灯，谢谢,技师说：你好，这有可能是大灯开关出现故障了，内部拨片接触不良，引起伴我回家功能失灵，也有可能是车身控制模块有故障，建议先排除是否是大灯开关故障再去考虑车身控制模块的故障。|车主说：我试过自动大灯调好能用，就是伴我回家功能失效，要是开关问题应该都不能用吧！|车主说：就失效那功能|技师说：这个很难说，伴我回家需要操作大灯开关，有信号给车身控制模块的，大灯开关有问题也会引起信号传输不出去，导致功能失效。就像定速巡航一样，刹车开关或者离合开关坏了也用不了一样。|车主说：要是车身模块故障怎么才能搞好，那个开关和我换疝气大灯有直接影响吗|技师说：你更换疝气大灯前这功能正常吗？还是你更换后才出现的问题？|车主说：以前换55w的，好像可以，后来换65快启的，我换过后没注意，因为以前没了解这功能，65w反正没亮过|技师说：这个应该跟灯泡瓦数关系不大，要不你换回55W的再试试看|车主说：这个和电脑设置有关系吗|车主说：有的说在4S店从新设置一下|车主说：是这样吗|技师说：都有可能的，用解码器进入车身控制模块系统重新激活这个功能，如果不行的话就是硬件上的问题了|车主说：这个一般修理可以吗|技师说：这个先检查确认是不是灯泡引起的还是开关或者模块的问题，有问题肯定可以解决的，但是要确定是哪里的问题|车主说：还有个问题师傅，问一下，我车空调天热了开起来跑了几十公里不制冷，等回来的时候又很冷，这是什么情况，自动恒温的|技师说：是跑着跑着没风出来了，还是有风出来不制冷？|车主说：有风不冷，和平常那风扇差不多，但回来的时候又很冷，是这情况|技师说：这个的话要先检查一下雪种是否足够，还有压缩机、散热风扇、冷凝网这些工作是否正常|车主说：好的谢谢|技师说：客气了,先倒换灯泡看故障是否解决，如果无法解决，可能是大灯开关或车身控制模块出现故障，大灯开关的概率比较大
Q689,大众,帕萨特,自动挡挂r档剧烈抖动,技师说：是挂档后行驶抖动还是挂倒档后不行驶抖动|车主说：马老师，我的车挂倒档倒车时抖动，前进档也会抖，但没倒车那么剧烈|技师说：是起步行驶抖动吗？如果是就是离合器问题|车主说：我的车自动档的|技师说：是的，DSG双离合器|车主说：倒车时抖动厉害|技师说：你的车是什么时候买的|车主说：14年7月份|技师说：哦，过了质保期了。就是离合器问题|车主说：修复会复杂吗|车主说：仪表盘上也没有故障灯亮|技师说：不复杂，只有更换|技师说：这个不会报故障的。只有更换，更换不复杂|车主说：大概多少钱更换|技师说：4S店配件8000多|车主说：好贵|技师说：是的|车主说：你确定是离合器故障吗|技师说：肯定是|车主说：好的，我明天去4s店检查一下|技师说：嗯,双离合器问题
Q690,奇瑞,奇瑞A3,2010年A3 正常行驶中故障灯全亮防侧滑故障灯（ESP）ISS灯 水温灯 发动机锁灯发动机故障灯 安全气囊灯 全闪亮怠速表没反应 管你跑快都没反应怠速表指针点也没反应灯显示转向指示灯工作异常,技师说：你好，这应该是仪表坏了，导致仪表各显示错乱，更换仪表总成应该可以解决问题。建议找个靠谱的维修店，让师傅检查确认，然后更换仪表总成。|车主说：去维修店把仪器盘换了，把氧传感器换了问题没解决，跟仪表盘没什么关系，仪表盘是好的，断电一夜会好，跑个几天又这样|技师说：这样的话可能线束的问题，最好把一些容易处理到的线束插头拔了再重新插上去，有可能有接触不良或松动|车主说：维修师傅把仪表盘台全部拆开，把线路检查了一个边，保险都查过找不到原因还收二百工时费太黑了，关健是问题没解决|车主说：去4S店，查了一下说想知道原因先付一百再修车，修车费用另算|技师说：这个故障一般就是仪表或者线路以及保险盒这块容易出问题，其它都不会引起这么多灯亮的。|车主说：你说的这些情况，我在太平洋汽车城里的师傅都查过，说可能是ABS泵问题要发货试，要我出费用，我没干|车主说：仪表线路和保险都没任何问题|技师说：这个跟ABS模块关系不大，又不是只有ABS或者ESP灯点亮，我还是觉得线束连接器或保险盒的概率大点|车主说：跑了好多地方，没搞好，车可正常开|技师说：你之前修过了什么？什么时候出现这个问题的？|车主说：换过节温器，玻璃升降器，水温传感器，三滤，门锁正常的换机油|车主说：出现这个问题有一个多月了|车主说：还换过一次空调雪种|技师说：换雪种跟这个故障没关系，有没有冲过水进机舱啊|车主说：从来没清洗过发动机机舱|技师说：车里的保险盒插头这些之前有检查过了吗|车主说：驾驶室右下角的保险和机舱盒子的保险都检查过，没问题|技师说：有没有用解码器进到各个系统？有没有存在故障码？|车主说：用解码器查不出原因，断一夜后只有一个安全气囊灯，用解码器可解码，用个几天故障灯又出现了|技师说：仪表插头和针脚有检查了嘛？有没有松动或者接触不良？|车主说：维修师傅把仪表盘都拆开检查过|技师说：仪表正常，线路正常，线束连接器正常，保险盒正常，都正常应该不会有问题了,建议再次确认仪表总成、线束连接器和保险盒是否有问题，这种故障一般多出现在仪表这方面。
Q691,奇瑞,瑞虎5,15年手动挡2.0奇瑞瑞虎5更换进排气相位器后车子偶发抖动抽搐，请问进排气相位器有安装位置吗,技师说：你好，这个没有位置的，装上去上紧固定螺丝就行。不过装配的时候先把相位器装上去，别上紧，接着把皮带套上去，对好正时，把皮带上紧，然后再把相位器固定螺丝上紧。对正时一定要用正时工具，不然很容易引起发动机故障灯亮、发动机抖动等现象。|技师说：[图片]|车主说：专用工具有的|车主说：正时皮带那个涨紧轮有位置吗？|车主说：我就是这样装好之后发动机偶发抽搐一下。期间洗了一个节气门，请问这个节气门容易坏吗？|技师说：涨紧轮有两种状态的，你发张图给我看看|技师说：虎5这款发动机机头正时皮带对的要求比较高，偏一个或半个齿都会引起抖动|车主说：好的|车主说：等下我发你|技师说：好的|车主说：[图片]|车主说：这个位置正常吗|车主说：[图片]|车主说：有没有装错|车主说：在吗|技师说：涨紧器另一面有没有一个卡销？|技师说：如果没有卡销可以直接装，外面那一侧对好点|车主说：没有卡销|技师说：[图片]|技师说：这两个点要一致|车主说：不一致会导致怎么样的后果|车主说：那个白色的点和黑色的点吗|技师说：涨紧器上的点不一致要么皮带太松要么就太紧，你这情况看着太松，皮带容易脱齿，发动机肯定会抖|技师说：我画的白点对上黑点位置，可以稍微紧一点，不能松|车主说：[图片]|车主说：是不是这样|技师说：这样可以了|技师说：用手感受一下皮带是否够紧|车主说：皮带是够紧的|车主说：但是我用专用工具固定后一四和二三缸差一点|技师说：那可以了，之前的应该是太紧了，超过了那个点|车主说：我正时对好了，专用工具拿掉了。转了两圈，凸轮轴后面的卡槽稍微斜过去一点。要不要紧？|技师说：重新对一遍正时，把凸轮轴卡板卡上，曲轴那个位置的螺丝先插进去，先别上紧，然后把火花塞拆了伸用个直棍子进入测一下每个缸是不是都在水平面上，都一致了再摇动曲轴把螺丝上紧，左右摇动直到把曲轴锁紧无法摇动为止。|技师说：如果不差半个齿或一个齿就没事，不然很容易引起发动机抖动或者亮灯|车主说：我们现在量过了。汽缸都是水平位置了！唯一的区别就是凸轮轴后面的槽和缸体没有平行。差一点点|技师说：这样，你把相位器松开，然后把正时对好了再把相位器上紧。|车主说：我就是这么做的|车主说：我把照片给你看下|车主说：[图片]|技师说：拆装相位器要用活动扳手卡好，两个人配合，不要把后面对正时的地方卡崩了|车主说：[图片]|技师说：卡板卡不进去吗|技师说：你这个看起来得差一个齿|技师说：你没正时工具吗|车主说：有工具|车主说：凸轮轴稍微动一点点就可以卡进去|车主说：[图片]|技师说：那你把相位器松了对好正时再上紧，转两圈试试看行不行|车主说：好的|车主说：刚刚试了。那个专用工具能放进去。|车主说：缸体斜的。所以看这个也是斜的|技师说：能放进去就行了，再转两圈试试|车主说：现在发动后过五分钟就抖一下抖一下。抽搐一样的。是不是还是正时不准|车主说：期间清洗过节气门|车主说：节气门是否会引起这个故障|技师说：你是什么原因搞正时这块的|技师说：节气门也有可能|车主说：他是车子抖动。换了两个相位器|车主说：才搞正时|技师说：缸压这些有量过吗？这款车出现这个问题一是正时走位、二是节气门、三是电脑板，没遇到过相位器引起抖动的情况,先对好正时，再测量缸压，正时和缸压无异常，检查及清洗节气门，看故障是否解决，解决不了建议考虑更换电脑板。
